Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.30514,-82.99621,2021-01-18 00:00:05,True,False,True,6974
42.28506,-82.96799,2021-01-18 00:00:07,True,False,True,7893
42.30707,-82.99747,2021-01-18 00:00:20,True,False,True,6974
42.28562,-82.96496,2021-01-18 00:00:22,True,False,True,7893
42.30873,-82.9986,2021-01-18 00:00:35,True,False,True,6974
42.28618,-82.96195,2021-01-18 00:00:37,True,False,True,7893
42.31045,-82.99966,2021-01-18 00:00:50,True,False,True,6974
42.28675,-82.95893,2021-01-18 00:00:52,True,False,True,7893
42.31192,-83.0006,2021-01-18 00:01:05,True,False,True,6974
42.28732,-82.95591,2021-01-18 00:01:07,True,False,True,7893
42.28788,-82.95291,2021-01-18 00:01:22,True,False,True,7893
42.31342,-83.00155,2021-01-18 00:01:20,True,False,True,6974
42.31421,-83.00211,2021-01-18 00:01:35,True,False,True,6974
42.28842,-82.94986,2021-01-18 00:01:37,True,False,True,7893
42.31588,-83.00318,2021-01-18 00:01:50,True,False,True,6974
42.28887,-82.94694,2021-01-18 00:01:52,True,False,True,7893
42.31763,-83.0043,2021-01-18 00:02:05,True,False,True,6974
42.28939,-82.94406,2021-01-18 00:02:07,True,False,True,7893
42.31939,-83.00543,2021-01-18 00:02:20,True,False,True,6974
42.28994,-82.94112,2021-01-18 00:02:22,True,False,True,7893
42.3212,-83.00659,2021-01-18 00:02:35,True,False,True,6974
42.2905,-82.93819,2021-01-18 00:02:37,True,False,True,7893
42.32294,-83.0077,2021-01-18 00:02:50,True,False,True,6974
42.29109,-82.93506,2021-01-18 00:02:52,True,False,True,7893
42.32338,-83.00798,2021-01-18 00:03:02,True,False,True,6974
42.32337,-83.00798,2021-01-18 00:03:05,True,False,True,6974
42.29177,-82.93191,2021-01-18 00:03:07,True,False,True,7893
42.32336,-83.00799,2021-01-18 00:03:20,True,False,True,6974
42.29251,-82.9289,2021-01-18 00:03:22,True,False,True,7893
42.32336,-83.00798,2021-01-18 00:03:35,True,False,True,6974
42.29331,-82.92595,2021-01-18 00:03:37,True,False,True,7893
42.32337,-83.00798,2021-01-18 00:03:50,True,False,True,6974
42.32337,-83.00798,2021-01-18 00:03:50,True,True,True,6974
42.29413,-82.92294,2021-01-18 00:03:52,True,False,True,7893
42.32408,-83.00843,2021-01-18 00:04:05,True,True,True,6974
42.29496,-82.91965,2021-01-18 00:04:07,True,False,True,7893
42.29557,-82.91682,2021-01-18 00:04:22,True,False,True,7893
42.32523,-83.0092,2021-01-18 00:04:20,True,True,True,6974
42.32611,-83.00944,2021-01-18 00:04:35,True,True,True,6974
42.29618,-82.91357,2021-01-18 00:04:37,True,False,True,7893
42.32617,-83.00946,2021-01-18 00:04:42,True,False,True,6974
42.32619,-83.00948,2021-01-18 00:04:50,True,False,True,6974
42.29667,-82.91077,2021-01-18 00:04:52,True,False,True,7893
42.3262,-83.0095,2021-01-18 00:04:54,True,True,True,6974
42.32623,-83.00959,2021-01-18 00:05:06,True,True,True,6974
42.2972,-82.90775,2021-01-18 00:05:07,True,False,True,7893
42.32071,-83.03537,2021-01-18 00:05:10,False,True,True,9746
42.29779,-82.90489,2021-01-18 00:05:22,True,False,True,7893
42.32053,-83.03622,2021-01-18 00:05:23,False,True,True,9746
42.3251,-83.00916,2021-01-18 00:05:31,True,True,True,6974
42.29911,-82.9023,2021-01-18 00:05:37,True,False,True,7893
42.3202,-83.03771,2021-01-18 00:05:38,False,True,True,9746
42.32386,-83.00843,2021-01-18 00:05:46,True,True,True,6974
42.32383,-83.0084,2021-01-18 00:05:51,True,False,True,6974
42.30049,-82.90036,2021-01-18 00:05:51,True,False,True,7893
42.30049,-82.90036,2021-01-18 00:05:52,True,False,True,7893
42.32007,-83.0384,2021-01-18 00:05:53,False,True,True,9746
42.32383,-83.0084,2021-01-18 00:06:01,True,False,True,6974
42.30125,-82.8992,2021-01-18 00:06:07,True,False,True,7893
42.31973,-83.03985,2021-01-18 00:06:08,False,True,True,9746
42.30125,-82.8992,2021-01-18 00:06:09,True,False,True,7893
42.32382,-83.00839,2021-01-18 00:06:16,True,False,True,6974
42.31935,-83.04174,2021-01-18 00:06:23,False,True,True,9746
42.30125,-82.8992,2021-01-18 00:06:22,True,False,True,7893
42.3238,-83.00839,2021-01-18 00:06:24,True,True,True,6974
42.32355,-83.00826,2021-01-18 00:06:31,True,True,True,6974
42.30126,-82.89919,2021-01-18 00:06:37,True,False,True,7893
42.319,-83.0435,2021-01-18 00:06:38,False,True,True,9746
42.32221,-83.00735,2021-01-18 00:06:46,True,True,True,6974
42.30126,-82.89919,2021-01-18 00:06:52,True,False,True,7893
42.3186,-83.04533,2021-01-18 00:06:53,False,True,True,9746
42.32036,-83.00617,2021-01-18 00:07:01,True,True,True,6974
42.30126,-82.89919,2021-01-18 00:07:07,True,False,True,7893
42.3182,-83.04695,2021-01-18 00:07:08,False,True,True,9746
42.30126,-82.89918,2021-01-18 00:07:13,True,False,True,7893
42.31831,-83.00486,2021-01-18 00:07:16,True,True,True,6974
42.30128,-82.89916,2021-01-18 00:07:14,True,True,True,7893
42.31767,-83.04873,2021-01-18 00:07:23,False,True,True,9746
42.31636,-83.00355,2021-01-18 00:07:31,True,True,True,6974
42.30297,-82.89923,2021-01-18 00:07:35,True,True,True,7893
42.31737,-83.05039,2021-01-18 00:07:38,False,True,True,9746
42.33359,-82.92949,2021-01-18 00:07:42,False,True,True,3843
42.33358,-82.93013,2021-01-18 00:07:47,False,True,True,3843
42.31437,-83.00234,2021-01-18 00:07:46,True,True,True,6974
42.30447,-82.89895,2021-01-18 00:07:50,True,True,True,7893
42.31723,-83.05181,2021-01-18 00:07:53,False,True,True,9746
42.3136,-83.00184,2021-01-18 00:08:01,True,True,True,6974
42.33353,-82.93275,2021-01-18 00:08:02,False,True,True,3843
42.30583,-82.89932,2021-01-18 00:08:05,True,True,True,7893
42.31686,-83.05338,2021-01-18 00:08:08,False,True,True,9746
42.30584,-82.89932,2021-01-18 00:08:08,True,False,True,7893
42.30584,-82.89932,2021-01-18 00:08:10,True,False,True,7893
42.31233,-83.00107,2021-01-18 00:08:16,True,True,True,6974
42.33354,-82.93502,2021-01-18 00:08:17,False,True,True,3843
42.30584,-82.89932,2021-01-18 00:08:20,True,False,True,7893
42.31638,-83.0551,2021-01-18 00:08:23,False,True,True,9746
42.30585,-82.89932,2021-01-18 00:08:25,True,False,True,7893
42.31063,-82.99997,2021-01-18 00:08:31,True,True,True,6974
42.33351,-82.93765,2021-01-18 00:08:32,False,True,True,3843
42.31589,-83.0568,2021-01-18 00:08:38,False,True,True,9746
42.3335,-82.94008,2021-01-18 00:08:47,False,True,True,3843
42.30878,-82.99874,2021-01-18 00:08:46,True,True,True,6974
42.30593,-82.90079,2021-01-18 00:08:47,True,False,True,7893
42.31533,-83.05865,2021-01-18 00:08:53,False,True,True,9746
42.30698,-82.99752,2021-01-18 00:09:01,True,True,True,6974
42.33351,-82.94266,2021-01-18 00:09:02,False,True,True,3843
42.31479,-83.06019,2021-01-18 00:09:08,False,True,True,9746
42.33349,-82.94368,2021-01-18 00:09:17,False,True,True,3843
42.30497,-82.99629,2021-01-18 00:09:16,True,True,True,6974
42.31408,-83.06181,2021-01-18 00:09:23,False,True,True,9746
42.306,-82.89974,2021-01-18 00:09:24,True,False,True,7893
42.30311,-82.99513,2021-01-18 00:09:31,True,True,True,6974
42.33325,-82.94527,2021-01-18 00:09:32,False,True,True,3843
42.31336,-83.06317,2021-01-18 00:09:38,False,True,True,9746
42.30537,-82.89926,2021-01-18 00:09:39,True,False,True,7893
42.30249,-82.99473,2021-01-18 00:09:46,True,True,True,6974
42.33288,-82.94743,2021-01-18 00:09:47,False,True,True,3843
42.30249,-82.99473,2021-01-18 00:09:47,True,False,True,6974
42.3125,-83.06465,2021-01-18 00:09:53,False,True,True,9746
42.30248,-82.99472,2021-01-18 00:10:01,True,False,True,6974
42.3025,-82.89934,2021-01-18 00:10:01,True,True,True,7893
42.33245,-82.94989,2021-01-18 00:10:02,False,True,True,3843
42.3019,-82.89924,2021-01-18 00:10:06,True,True,True,7893
